Gene_IDs	Gene_Symbols	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000133321	PLAAT4	165.1168174	-2.325724622	0.503664929	-4.617602867	3.88198E-06	4.53504E-05
ENSG00000106952	TNFSF8	84.60430606	-2.326836292	0.470780958	-4.942502986	7.71259E-07	1.04791E-05
ENSG00000271907	SNORA35B	11.6416754	-2.327137602	0.859145443	-2.708665478	0.006755441	0.028193714
ENSG00000267364	None	5.866282336	-2.329057783	0.761964884	-3.056647139	0.002238276	0.011339177
ENSG00000130768	SMPDL3B	49.55486471	-2.332495865	0.479737553	-4.86202477	1.16191E-06	1.52985E-05
ENSG00000236977	ANKRD44-IT1	76.24810506	-2.334987649	0.281419446	-8.297179473	1.06612E-16	7.08883E-15
ENSG00000237352	LINC01358	17.6073809	-2.335370837	0.49471468	-4.720641879	2.35102E-06	2.89041E-05
ENSG00000100060	MFNG	300.3339178	-2.3363191	0.340797238	-6.855451977	7.10874E-12	2.38573E-10
ENSG00000177301	KCNA2	113.0416223	-2.336482846	0.430264747	-5.430337624	5.62475E-08	9.7512E-07
ENSG00000220008	LINGO3	46.79599436	-2.338325266	0.329077815	-7.105690985	1.19722E-12	4.45863E-11
ENSG00000116157	GPX7	145.988346	-2.338866691	0.436478627	-5.35849076	8.392E-08	1.4082E-06
ENSG00000106624	AEBP1	5486.240812	-2.340085703	0.201073392	-11.63796798	2.64236E-31	1.40556E-28
ENSG00000069493	CLEC2D	412.3332678	-2.340782381	0.305815935	-7.654219775	1.94489E-14	9.32031E-13
ENSG00000134817	APLNR	417.1322199	-2.341566597	0.347304377	-6.742116571	1.56096E-11	4.93263E-10
ENSG00000235576	LINC01871	14.20196762	-2.343121721	0.741124925	-3.161574578	0.001569186	0.008455538
ENSG00000211801	TRAV21	5.156073764	-2.343439854	0.846163242	-2.769489076	0.005614429	0.024244207
ENSG00000228166	MTND1P11	11.12485433	-2.343565018	0.667893677	-3.508889364	0.000449982	0.002932141
ENSG00000230393	None	6.555465679	-2.344421856	0.73040894	-3.209738722	0.001328557	0.007339833
ENSG00000187037	GPR141	48.45571827	-2.345617516	0.434477767	-5.398705516	6.71234E-08	1.14993E-06
ENSG00000280135	None	27.65365234	-2.346401029	0.568878697	-4.124606954	3.71368E-05	0.000337104
ENSG00000183625	CCR3	7.264580411	-2.346859455	0.821256693	-2.857644236	0.004267986	0.019313693
ENSG00000256937	KRT17P8	23.06646186	-2.348165569	0.536098518	-4.38010084	1.18624E-05	0.000122763
ENSG00000273762	VN1R76P	3.920418468	-2.348182249	0.911590974	-2.575916519	0.009997478	0.038648196
ENSG00000116014	KISS1R	4.733781734	-2.34830102	0.86379263	-2.718593489	0.006556013	0.027499237
ENSG00000106560	GIMAP2	162.6791086	-2.349767071	0.342070759	-6.869242726	6.45436E-12	2.18218E-10
ENSG00000166922	SCG5	8.980805037	-2.350925961	0.717294517	-3.277490496	0.001047343	0.006013129
ENSG00000230257	NFE4	4.685735705	-2.353271077	0.94613253	-2.48725311	0.012873377	0.047334874
ENSG00000152128	TMEM163	49.86069428	-2.354590917	0.351054969	-6.707185836	1.98414E-11	6.16608E-10
ENSG00000162849	KIF26B	949.7103652	-2.355685063	0.358167854	-6.577042132	4.79899E-11	1.41508E-09
ENSG00000055163	CYFIP2	670.1163482	-2.356173903	0.297397629	-7.922638488	2.32523E-15	1.27952E-13
ENSG00000126860	EVI2A	116.8144886	-2.356965608	0.331558348	-7.108750609	1.17098E-12	4.38651E-11
ENSG00000261371	PECAM1	3065.100512	-2.361461319	0.351226494	-6.723471486	1.77445E-11	5.5523E-10
ENSG00000019582	CD74	13803.17208	-2.361668009	0.347684299	-6.792564444	1.10158E-11	3.5832E-10
ENSG00000214851	LINC00612	54.64452164	-2.362057364	0.592861545	-3.984163558	6.77182E-05	0.000569061
ENSG00000143333	RGS16	138.0946835	-2.363484816	0.348605274	-6.779830913	1.20317E-11	3.89127E-10
ENSG00000279396	None	18.65180797	-2.366230579	0.601800863	-3.931916228	8.42714E-05	0.000691949
ENSG00000065413	ANKRD44	973.9241969	-2.366465007	0.306135242	-7.730129313	1.07437E-14	5.34108E-13
ENSG00000237484	LINC01684	9.891021622	-2.368746165	0.677999088	-3.493730606	0.000476321	0.00307863
ENSG00000251733	SCARNA8	9.986608647	-2.37061006	0.910955809	-2.602332667	0.009259199	0.03642956
ENSG00000167996	FTH1	1424.555848	-2.372716214	0.278750272	-8.511978122	1.70991E-17	1.27211E-15
ENSG00000257221	None	36.75095167	-2.373437376	0.502714555	-4.721242609	2.34408E-06	2.88299E-05
ENSG00000156127	BATF	81.84024168	-2.373759954	0.377136162	-6.294172221	3.09045E-10	7.82194E-09
ENSG00000140511	HAPLN3	326.1301079	-2.380601862	0.223238418	-10.66394344	1.50095E-26	4.12969E-24
ENSG00000270722	RNVU1-31	67.60247752	-2.382937719	0.650231885	-3.664750646	0.00024758	0.001748017
ENSG00000168229	PTGDR	77.5201136	-2.385145219	0.446125961	-5.346349306	8.97459E-08	1.49417E-06
ENSG00000244682	FCGR2C	251.3286147	-2.387445918	0.522263075	-4.571347338	4.84598E-06	5.55348E-05
ENSG00000261080	RUNX2-AS1	7.16589358	-2.389226707	0.710772346	-3.361451413	0.00077534	0.004652331
ENSG00000184933	OR6A2	7.340151163	-2.389596796	0.725466356	-3.293876797	0.000988158	0.005716522
ENSG00000196329	GIMAP5	156.8575623	-2.389918009	0.363594832	-6.573025249	4.93031E-11	1.45162E-09
ENSG00000136010	ALDH1L2	487.1759067	-2.393442457	0.307486115	-7.783904196	7.032E-15	3.61989E-13
ENSG00000196209	SIRPB2	166.3667855	-2.394791427	0.384406928	-6.229834195	4.66929E-10	1.14021E-08
ENSG00000144681	STAC	36.51167512	-2.394962497	0.428166946	-5.593524961	2.22505E-08	4.18226E-07
ENSG00000135905	DOCK10	1140.534254	-2.39813898	0.32052994	-7.481793989	7.33148E-14	3.21859E-12
ENSG00000240498	CDKN2B-AS1	8.183463592	-2.399407547	0.651781806	-3.681304884	0.000232043	0.00165384
ENSG00000107099	DOCK8	1692.611523	-2.401928238	0.248045598	-9.683414102	3.5467E-22	5.05341E-20
ENSG00000134042	MRO	15.15852733	-2.402217978	0.820721013	-2.926960491	0.003422924	0.016100632
ENSG00000153707	PTPRD	336.6744474	-2.40224818	0.435557432	-5.515341957	3.48102E-08	6.30894E-07
ENSG00000258928	None	9.284043536	-2.402588531	0.639053501	-3.759604676	0.000170182	0.001270942
ENSG00000273445	None	10.26770434	-2.402836401	0.619207748	-3.880501185	0.000104241	0.000830912
ENSG00000163359	COL6A3	27287.03974	-2.403992144	0.21331065	-11.2699115	1.84756E-29	7.27982E-27
ENSG00000211850	TRAJ39	4.776511825	-2.404211735	0.834592575	-2.880701084	0.003967918	0.018208491
ENSG00000204442	NALF1	22.2867537	-2.404617047	0.468423119	-5.133429477	2.8451E-07	4.22148E-06
ENSG00000206384	COL6A6	447.2158391	-2.405725307	0.423383614	-5.682140803	1.33019E-08	2.58238E-07
ENSG00000187323	DCC	80.8065802	-2.406305251	0.432420948	-5.564728675	2.62561E-08	4.86637E-07
ENSG00000138135	CH25H	42.08420706	-2.40739785	0.310118656	-7.762828205	8.30561E-15	4.22105E-13
ENSG00000102524	TNFSF13B	152.3703378	-2.408848085	0.412229846	-5.84345871	5.1128E-09	1.06376E-07
ENSG00000150637	CD226	221.6430863	-2.409961705	0.369895574	-6.515248831	7.25693E-11	2.08284E-09
ENSG00000282320	TRBJ1-1	4.863884471	-2.410855092	0.925222285	-2.605703658	0.009168575	0.036162165
ENSG00000144837	PLA1A	6.74398528	-2.410911568	0.673411196	-3.580147735	0.0003434	0.002329922
ENSG00000112096	None	7615.510225	-2.410965287	0.30054384	-8.022008662	1.0403E-15	6.04775E-14
ENSG00000172322	CLEC12A	63.8248127	-2.413501436	0.527547618	-4.574945189	4.76345E-06	5.46282E-05
ENSG00000251003	ZFPM2-AS1	11.55741994	-2.415287652	0.765006389	-3.157212393	0.001592853	0.008564267
ENSG00000184922	FMNL1	774.7723504	-2.416517888	0.200703018	-12.04026684	2.18249E-33	1.36581E-30
ENSG00000168404	MLKL	317.3432724	-2.417971105	0.219711611	-11.00520403	3.60699E-28	1.18681E-25
ENSG00000134326	CMPK2	73.73133979	-2.421434455	0.387327264	-6.251649905	4.06139E-10	1.00328E-08
ENSG00000101842	VSIG1	11.44799002	-2.422624451	0.583094024	-4.154774961	3.25608E-05	0.00029957
ENSG00000136514	RTP4	41.78501339	-2.424643759	0.397903769	-6.093543081	1.10439E-09	2.55788E-08
ENSG00000144130	NT5DC4	4.711718254	-2.424652325	0.832365806	-2.912964839	0.003580149	0.016695505
ENSG00000211879	TRAJ10	6.943439231	-2.426482398	0.718805474	-3.37571497	0.000736242	0.004467278
ENSG00000234231	ANAPC1P4	6.203345236	-2.426535461	0.761236614	-3.187623158	0.001434474	0.00783145
ENSG00000115415	STAT1	2362.265923	-2.427156069	0.36604447	-6.63076831	3.33944E-11	1.00265E-09
ENSG00000159110	IFNAR2	243.0918873	-2.427168129	0.295418674	-8.216028108	2.10354E-16	1.32681E-14
ENSG00000247982	LINC00926	156.5585786	-2.428192335	0.339093567	-7.1608328	8.01884E-13	3.06384E-11
ENSG00000005381	MPO	5.907917006	-2.429019746	0.776416496	-3.128500949	0.001757004	0.00929497
ENSG00000135047	CTSL	843.7348331	-2.430191887	0.293588261	-8.277551284	1.25734E-16	8.20639E-15
ENSG00000085514	PILRA	112.4581831	-2.431325	0.414774635	-5.861797699	4.57883E-09	9.58281E-08
ENSG00000283199	C13orf46	36.24703085	-2.431987544	0.343883439	-7.072127551	1.52576E-12	5.6037E-11
ENSG00000125735	TNFSF14	85.21923147	-2.431998086	0.371912257	-6.539171655	6.18605E-11	1.79649E-09
ENSG00000103888	CEMIP	1087.443761	-2.432162076	0.471825372	-5.154792897	2.53911E-07	3.80998E-06
ENSG00000134489	HRH4	15.27304602	-2.43573507	0.705307349	-3.453437816	0.00055349	0.003504997
ENSG00000168918	INPP5D	1072.703476	-2.435841036	0.296861702	-8.205305758	2.30005E-16	1.44221E-14
ENSG00000023902	PLEKHO1	639.9555233	-2.438505654	0.23691847	-10.29259411	7.60981E-25	1.58742E-22
ENSG00000170782	OR10A4	8.862295833	-2.440104362	0.656686956	-3.715780161	0.000202578	0.001472767
ENSG00000216863	LY86-AS1	10.3511958	-2.441067136	0.603400455	-4.045517559	5.22077E-05	0.000452296
ENSG00000183775	KCTD16	5.391517572	-2.441730496	0.927040374	-2.633898764	0.008441065	0.033832103
ENSG00000264236	None	4.910440784	-2.444101943	0.843733429	-2.896770306	0.003770257	0.017462127
ENSG00000211875	TRAJ14	5.500596272	-2.445778979	0.748683206	-3.266774195	0.001087804	0.006205247
ENSG00000039600	SOX30	6.919866304	-2.447142168	0.744338578	-3.287673432	0.001010189	0.005828128
ENSG00000074706	IPCEF1	115.3841438	-2.447366904	0.408003525	-5.998396472	1.99276E-09	4.41672E-08
ENSG00000159388	BTG2	2277.578195	-2.448392049	0.382647815	-6.398552288	1.56857E-10	4.22468E-09
ENSG00000279276	None	7.470388816	-2.448405667	0.835475989	-2.930551805	0.003383606	0.015939655
ENSG00000106948	AKNA	2013.954004	-2.448458725	0.221119775	-11.07299754	1.6963E-28	5.75948E-26
ENSG00000183098	GPC6	490.388164	-2.448900051	0.585516744	-4.182459469	2.88372E-05	0.00026935
ENSG00000224959	None	9.417440121	-2.449096562	0.605176234	-4.046914641	5.18972E-05	0.000450217
ENSG00000224467	TANK-AS1	3.398525083	-2.449994346	0.969634328	-2.526719893	0.011513329	0.043317152
ENSG00000122861	PLAU	560.7126702	-2.452411327	0.398389418	-6.155814429	7.46926E-10	1.77241E-08
ENSG00000213445	SIPA1	797.4386854	-2.452490961	0.268913096	-9.120013111	7.51152E-20	7.86026E-18
ENSG00000188501	LCTL	12.64758246	-2.455053204	0.693330006	-3.540959115	0.000398675	0.002634453
ENSG00000224593	RPL21P72	32.36178293	-2.455595961	0.509089504	-4.823505378	1.41057E-06	1.81604E-05
ENSG00000197943	PLCG2	1136.913375	-2.455841096	0.313485837	-7.833977821	4.72672E-15	2.49765E-13
ENSG00000280011	None	19.38400216	-2.457001888	0.602319315	-4.07923476	4.51842E-05	0.000398492
ENSG00000239264	TXNDC5	142.4178336	-2.45779206	0.339399469	-7.241590772	4.43452E-13	1.74947E-11
ENSG00000176160	HSF5	8.265692836	-2.460626519	0.81425768	-3.021926079	0.002511719	0.012490498
ENSG00000229989	MIR181A1HG	54.50963451	-2.461093625	0.401739792	-6.126088768	9.00656E-10	2.11518E-08
ENSG00000172724	CCL19	243.4712469	-2.462127975	0.198485606	-12.40456691	2.46844E-35	1.87578E-32
ENSG00000141293	SKAP1	88.36706372	-2.462471341	0.430993662	-5.713474602	1.10692E-08	2.18753E-07
ENSG00000233293	None	5.57418395	-2.46337951	0.837433332	-2.94158283	0.003265395	0.015506375
ENSG00000171551	ECEL1	17.50273031	-2.463595107	0.834149179	-2.953422684	0.003142713	0.015042417
ENSG00000113140	SPARC	19064.01418	-2.465632892	0.28395377	-8.683219416	3.84721E-18	3.14035E-16
ENSG00000025708	TYMP	1536.105574	-2.465795528	0.243429871	-10.12938764	4.09204E-24	7.82045E-22
ENSG00000231621	ANKRD44-AS1	9.759855206	-2.467562528	0.669386407	-3.686305106	0.000227534	0.001629144
ENSG00000078081	LAMP3	213.4768346	-2.468022806	0.314909665	-7.837240582	4.60555E-15	2.43766E-13
ENSG00000183055	FAM133CP	14.86524399	-2.468969982	0.593664912	-4.15886122	3.19838E-05	0.000295113
ENSG00000267369	TAF5LP1	32.10265944	-2.469458011	0.381993905	-6.464652912	1.01532E-10	2.83012E-09
ENSG00000229474	PATL2	87.60439372	-2.47030448	0.372878154	-6.624964365	3.47332E-11	1.04089E-09
ENSG00000265975	None	5.039377398	-2.47222054	0.860823317	-2.871925623	0.00407979	0.018615905
ENSG00000256039	LINC02446	9.881911564	-2.472852513	0.698106414	-3.542228611	0.000396761	0.002624886
ENSG00000148926	ADM	215.5902186	-2.472928266	0.347904974	-7.108056662	1.17688E-12	4.40344E-11
ENSG00000198771	RCSD1	427.2969605	-2.475524559	0.262129651	-9.443893712	3.59178E-21	4.42608E-19
ENSG00000183486	MX2	409.2944368	-2.476066961	0.283194007	-8.743359323	2.2628E-18	1.90552E-16
ENSG00000167664	TMIGD2	8.354501927	-2.476443663	0.786365143	-3.149228684	0.00163702	0.008757309
ENSG00000274376	ADAMTS7P1	4.023110008	-2.477981334	0.969503616	-2.555927892	0.010590506	0.040533229
ENSG00000261051	None	11.88090165	-2.481717897	0.690729003	-3.592896616	0.000327022	0.002228276
ENSG00000162711	NLRP3	123.0488531	-2.483815885	0.293811703	-8.453767706	2.8205E-17	2.02746E-15
ENSG00000050438	SLC4A8	80.53781845	-2.485031896	0.306727179	-8.101766225	5.4167E-16	3.24961E-14
ENSG00000073756	PTGS2	104.2298324	-2.48513425	0.567203809	-4.381377929	1.17931E-05	0.000122161
ENSG00000101160	CTSZ	1907.943841	-2.485666602	0.390951611	-6.357990436	2.0441E-10	5.33491E-09
ENSG00000261786	None	13.97175382	-2.487640915	0.576944751	-4.311748934	1.61968E-05	0.000161948
ENSG00000267046	E2F3P1	27.44653162	-2.488116169	0.431849541	-5.761534828	8.33525E-09	1.68159E-07
ENSG00000110077	MS4A6A	835.2951992	-2.488351247	0.478664269	-5.198531432	2.00869E-07	3.09707E-06
ENSG00000155659	VSIG4	339.8050229	-2.48875999	0.509131479	-4.888246148	1.01738E-06	1.35861E-05
ENSG00000049192	ADAMTS6	108.5094025	-2.490074801	0.381486778	-6.527289917	6.69703E-11	1.93257E-09
ENSG00000221963	APOL6	1511.737451	-2.490812087	0.350764061	-7.101104033	1.23764E-12	4.6038E-11
ENSG00000233682	FNDC1-AS1	8.514452358	-2.491057528	0.674777196	-3.691674142	0.000222783	0.001600089
ENSG00000237254	TRBV30	5.577668789	-2.493003214	0.754992312	-3.302024638	0.000959896	0.005580338
ENSG00000124507	PACSIN1	35.47932066	-2.493758863	0.665535769	-3.746994495	0.000178966	0.00132557
ENSG00000228318	None	6.953460531	-2.494697918	0.912286033	-2.734556737	0.006246433	0.026461528
ENSG00000228754	RPL13AP19	4.072147213	-2.495504189	1.012920648	-2.463671952	0.013752191	0.0498597
ENSG00000227508	LINC01624	5.882393107	-2.496212665	0.871932495	-2.862850826	0.004198482	0.01905448
ENSG00000158473	CD1D	31.56826993	-2.500952641	0.410097387	-6.098435929	1.07111E-09	2.48262E-08
ENSG00000259954	IL21R-AS1	14.09221057	-2.503629039	0.500670941	-5.00054793	5.71676E-07	7.98505E-06
ENSG00000055118	KCNH2	19.20775279	-2.506607667	0.516719198	-4.851005488	1.22837E-06	1.60741E-05
ENSG00000258111	None	27.84832128	-2.508094995	0.407583043	-6.153580325	7.5753E-10	1.79623E-08
ENSG00000133466	C1QTNF6	500.9525993	-2.509819847	0.25760409	-9.742934794	1.97759E-22	2.94938E-20
ENSG00000278448	None	7.192589055	-2.510121139	0.674748592	-3.720083554	0.000199157	0.001452867
ENSG00000140368	PSTPIP1	360.3774392	-2.510577624	0.246077489	-10.20238639	1.9346E-24	3.81139E-22
ENSG00000101082	SLA2	112.5834616	-2.512122364	0.372221092	-6.749005945	1.48861E-11	4.73685E-10
ENSG00000176788	BASP1	543.1364281	-2.512534272	0.20541105	-12.2317386	2.10387E-34	1.49216E-31
ENSG00000225528	TMA7B	17.13569937	-2.512706213	0.514590564	-4.882923219	1.04525E-06	1.39407E-05
ENSG00000179428	IL6-AS1	3.538720654	-2.513071735	0.948521452	-2.649462203	0.008061999	0.032545757
ENSG00000170558	CDH2	25.59990636	-2.513321086	0.817294481	-3.075171979	0.002103812	0.010776001
ENSG00000139329	LUM	5113.365272	-2.513700832	0.311013817	-8.08228026	6.35668E-16	3.78507E-14
ENSG00000103472	RRN3P2	49.55030903	-2.517063561	0.406830421	-6.187009212	6.13164E-10	1.47585E-08
ENSG00000204261	PSMB8-AS1	91.17492597	-2.517433057	0.334499506	-7.525969434	5.23306E-14	2.3657E-12
ENSG00000140873	ADAMTS18	47.78316739	-2.518383259	0.530648284	-4.7458615	2.07621E-06	2.58744E-05
ENSG00000256720	BTG1P1	15.85055597	-2.519252649	0.78915374	-3.192347097	0.001411216	0.007729601
ENSG00000225756	DBH-AS1	12.97775671	-2.522182634	0.779891241	-3.234018413	0.001220616	0.006838191
ENSG00000199405	SNORA1B	3.534488087	-2.522610581	0.932131354	-2.706282298	0.006804118	0.02833981
ENSG00000125430	HS3ST3B1	189.6297571	-2.523031348	0.343885146	-7.336843055	2.18691E-13	9.07638E-12
ENSG00000146285	SCML4	152.77855	-2.523399004	0.483219931	-5.222050754	1.76952E-07	2.77252E-06
ENSG00000240481	RN7SL38P	46.97246986	-2.524975324	0.88075593	-2.866827504	0.004146089	0.018866066
ENSG00000273920	None	4.905330563	-2.525034594	0.858630866	-2.940768489	0.003273991	0.015537016
ENSG00000124126	PREX1	1807.797811	-2.526777582	0.300401594	-8.411332126	4.0538E-17	2.82491E-15
ENSG00000267074	None	27.81582723	-2.527907236	0.471338747	-5.36324937	8.1738E-08	1.37604E-06
ENSG00000146938	NLGN4X	111.0938775	-2.527971439	0.414955697	-6.092147808	1.11406E-09	2.57467E-08
ENSG00000137841	PLCB2	583.4773608	-2.528654207	0.234891222	-10.76521375	5.02448E-27	1.47121E-24
ENSG00000152495	CAMK4	210.1511723	-2.529688854	0.397786813	-6.359408541	2.02532E-10	5.29403E-09
ENSG00000204252	HLA-DOA	541.8428925	-2.529750709	0.498923024	-5.070422866	3.96933E-07	5.71168E-06
ENSG00000151388	ADAMTS12	559.9434884	-2.532381094	0.272293525	-9.300188434	1.40197E-20	1.63304E-18
ENSG00000241678	RPL21P94	6.446057398	-2.532668883	0.702146022	-3.607040138	0.00030971	0.002124827
ENSG00000168461	RAB31	937.4441254	-2.533923031	0.29272928	-8.656199436	4.87755E-18	3.93111E-16
ENSG00000278231	None	23.26209325	-2.534908836	0.456582883	-5.551913855	2.82559E-08	5.2128E-07
ENSG00000081052	COL4A4	281.2139313	-2.536002184	0.256746662	-9.8774495	5.21431E-23	8.57835E-21
ENSG00000142185	TRPM2	345.2959219	-2.53647751	0.33490558	-7.5737093	3.62716E-14	1.68241E-12
ENSG00000241360	PDXP	4.380848241	-2.536584864	0.852113244	-2.976816616	0.002912582	0.014138092
ENSG00000279369	None	61.48713208	-2.536613057	0.347281752	-7.304193328	2.78935E-13	1.13843E-11
ENSG00000137462	TLR2	421.1102814	-2.536870583	0.356981684	-7.106444673	1.1907E-12	4.44474E-11
ENSG00000165071	TMEM71	88.75137286	-2.537065246	0.53469103	-4.744918284	2.08591E-06	2.59851E-05
ENSG00000169413	RNASE6	117.8330009	-2.538984559	0.535859261	-4.738155601	2.15672E-06	2.68045E-05
ENSG00000163833	FBXO40	8.955162294	-2.541922907	0.817407159	-3.109738982	0.001872527	0.009789285
ENSG00000253796	None	7.201868837	-2.54399496	0.674824704	-3.769860445	0.000163339	0.001226438
ENSG00000231858	STAT4-AS1	4.453704497	-2.544731935	0.88797074	-2.865783546	0.004159786	0.018920296
ENSG00000110079	MS4A4A	218.8707711	-2.544811891	0.618793218	-4.11254005	3.9133E-05	0.000352417
ENSG00000266709	None	43.53262825	-2.546399377	0.350131149	-7.272701628	3.52368E-13	1.40577E-11
ENSG00000086730	LAT2	251.4249731	-2.546922258	0.327306906	-7.781449798	7.16981E-15	3.67896E-13
ENSG00000258512	LINC00239	5.714582562	-2.546948491	0.838903176	-3.036045833	0.002397029	0.011996799
ENSG00000254325	None	23.82201443	-2.547102825	0.462489696	-5.507372045	3.6423E-08	6.56395E-07
ENSG00000260487	None	8.75059571	-2.549269402	0.683964312	-3.727196515	0.000193621	0.001418972
ENSG00000166501	PRKCB	604.284154	-2.549576475	0.358376526	-7.114239606	1.12532E-12	4.23034E-11
ENSG00000231389	HLA-DPA1	3572.584444	-2.550808212	0.485643546	-5.252428932	1.50106E-07	2.39181E-06
ENSG00000255833	TIFAB	75.01482678	-2.552294513	0.300257627	-8.50034864	1.89022E-17	1.39649E-15
ENSG00000127507	ADGRE2	320.6074559	-2.554138552	0.405350946	-6.301054864	2.95627E-10	7.51212E-09
ENSG00000196684	HSH2D	331.7352363	-2.554349023	0.462948411	-5.517567316	3.43724E-08	6.24022E-07
ENSG00000048462	TNFRSF17	65.60620786	-2.554935308	0.514513231	-4.965732956	6.84421E-07	9.41145E-06
ENSG00000168811	IL12A	6.688565033	-2.555334091	0.762304062	-3.352119209	0.000801955	0.004785434
ENSG00000117560	FASLG	21.73997879	-2.555991551	0.581179665	-4.397936995	1.09285E-05	0.000114139
ENSG00000061656	SPAG4	102.5058226	-2.556588987	0.324131952	-7.887494501	3.08314E-15	1.67065E-13
ENSG00000134321	RSAD2	103.3533627	-2.558417412	0.418805152	-6.108848952	1.00352E-09	2.33784E-08
ENSG00000239437	RN7SL752P	14.40776373	-2.566517639	0.837205631	-3.065576178	0.00217251	0.011069259
ENSG00000167984	NLRC3	450.0554703	-2.569037546	0.297055087	-8.648353992	5.22475E-18	4.18978E-16
ENSG00000243449	C4orf48	19.32682285	-2.571864752	0.547363021	-4.698645423	2.61893E-06	3.17695E-05
ENSG00000201643	SNORA14A	15.64701775	-2.57364425	0.880310815	-2.923563138	0.0034605	0.016244349
ENSG00000233817	None	5.208063184	-2.574647011	0.847099977	-3.039366169	0.002370765	0.011893112
ENSG00000253878	None	41.34507892	-2.574730838	0.410883334	-6.266330673	3.69655E-10	9.20992E-09
ENSG00000010610	CD4	1032.487013	-2.574808252	0.283482174	-9.082787179	1.05829E-19	1.07569E-17
ENSG00000263482	ANTXRLP1	21.26736021	-2.575741377	0.558697932	-4.610257583	4.0217E-06	4.67602E-05
ENSG00000168071	CCDC88B	742.9952676	-2.577164995	0.259125388	-9.945629086	2.63504E-23	4.49732E-21
ENSG00000234073	CBX3P10	9.057959562	-2.577298622	0.701880749	-3.67198933	0.00024067	0.001705421
ENSG00000179144	GIMAP7	235.3306007	-2.577383829	0.372121437	-6.926190141	4.32325E-12	1.49654E-10
ENSG00000134571	MYBPC3	27.39654596	-2.57819483	0.389943326	-6.611716776	3.79888E-11	1.13419E-09
ENSG00000160999	SH2B2	78.87478542	-2.580768363	0.373353844	-6.912392641	4.76547E-12	1.63192E-10
ENSG00000004846	ABCB5	20.46674688	-2.581158759	0.648220139	-3.981916949	6.83617E-05	0.000573713
ENSG00000166368	OR2D2	11.12818588	-2.581895639	0.586395923	-4.402990431	1.06769E-05	0.000111799
ENSG00000172243	CLEC7A	281.4128374	-2.582203458	0.330297499	-7.817811099	5.37498E-15	2.82151E-13
ENSG00000253520	None	4.635307804	-2.582445941	1.018753099	-2.53490855	0.011247668	0.042503029
ENSG00000282851	BISPR	36.52776839	-2.582590997	0.380007753	-6.79615344	1.07449E-11	3.51009E-10
ENSG00000235086	FNDC1-IT1	3.681275344	-2.58554274	0.916129414	-2.822246181	0.004768855	0.02114515
ENSG00000034053	APBA2	173.8715751	-2.585993716	0.301024397	-8.590644958	8.64825E-18	6.74859E-16
ENSG00000162692	VCAM1	588.5617832	-2.587619512	0.41990817	-6.162346197	7.16749E-10	1.70333E-08
ENSG00000162594	IL23R	20.22170171	-2.589024646	0.496242404	-5.217257988	1.81591E-07	2.83684E-06
ENSG00000180340	FZD2	71.18466386	-2.590357581	0.378284232	-6.847648842	7.50736E-12	2.50371E-10
ENSG00000266378	None	21.62251181	-2.590507119	0.508271449	-5.096700045	3.45625E-07	5.03238E-06
ENSG00000281937	None	6.022986871	-2.591231893	0.766767239	-3.379424368	0.000726378	0.004419191
ENSG00000173559	NABP1	1295.843873	-2.591351648	0.270295666	-9.58710027	9.05953E-22	1.19977E-19
ENSG00000075884	ARHGAP15	322.2334509	-2.591389411	0.333075525	-7.780185626	7.24182E-15	3.70995E-13
ENSG00000132965	ALOX5AP	145.2767104	-2.592172842	0.411601339	-6.297775532	3.01947E-10	7.65445E-09
ENSG00000180871	CXCR2	190.2920851	-2.592357207	0.474297197	-5.465681057	4.61133E-08	8.14022E-07
ENSG00000146555	SDK1	1045.217477	-2.595226971	0.326958113	-7.937490657	2.06313E-15	1.14119E-13
ENSG00000136167	LCP1	3029.789642	-2.595765965	0.274937976	-9.441278353	3.68259E-21	4.52052E-19
ENSG00000236213	CDC42EP3-AS1	8.752976974	-2.596319224	0.653427692	-3.973384133	7.08586E-05	0.000592487
ENSG00000223865	HLA-DPB1	2455.38422	-2.599068814	0.482272911	-5.389207555	7.0769E-08	1.2072E-06
ENSG00000109943	CRTAM	20.42261007	-2.601219041	0.71897611	-3.617949199	0.000296947	0.002051374
ENSG00000095587	TLL2	13.27107259	-2.603335073	0.631624377	-4.121650725	3.76167E-05	0.000340782
ENSG00000256235	SMIM3	155.12229	-2.603727481	0.396963347	-6.559113074	5.41287E-11	1.58784E-09
ENSG00000197299	BLM	95.40408872	-2.604935743	0.295522155	-8.81468852	1.20018E-18	1.04373E-16
ENSG00000230138	LINC02812	7.548004318	-2.606029021	0.715318103	-3.643174989	0.000269296	0.001881944
ENSG00000133574	GIMAP4	401.506034	-2.607265565	0.330731061	-7.883340489	3.18743E-15	1.72132E-13
ENSG00000277301	None	12.02516387	-2.607827746	0.550823771	-4.73441395	2.19689E-06	2.71873E-05
ENSG00000130208	APOC1	233.643237	-2.608374552	0.769014259	-3.391841594	0.000694246	0.004252071
ENSG00000062716	VMP1	3236.777188	-2.608451938	0.282130374	-9.245555179	2.34023E-20	2.65803E-18
ENSG00000138378	STAT4	136.6963754	-2.608910969	0.476413119	-5.476152663	4.34673E-08	7.7158E-07
